,tweet,gender,profession,ideology_binary,ideology_multiclass
3074,"Cada día, recorriendo toda Asturias, los consejeros y consejeras del Gobierno de Asturias están presentando las propuestas de futuro que conforman los Presupuestos de Asturias💙💛 para el año 2023. Casi 6000 millones de euros para ayudar a las familias e impulsar a las empresas.",1,2,0,1
3075,HOY se inician los actos de conmemoración de los 120 años de la Agrupación Socialista de Laviana. Gracias a los y las [POLITICAL_PARTY] de Laviana por el inmenso honor que me hacen en un día tan especial.,1,2,0,1
3076,"@user Estoy de acuerdo en que hay que escuchar más a la gente, ser cercanos, ser humildes y aprender de los errores. Lo comparto. Pero es cierto que esa campaña contra quién dirige en cada momento el [POLITICAL_PARTY] es muy llamativa. Y ya sabes que yo no soy de los de “y tú más”. No es mi estilo.",1,2,0,1
3077,Hoy tenemos menos parados y más personas trabajando en [HASHTAG] que al inicio de la legislatura en 2019 a pesar de todo esto. 🌹la [HASHTAG] de,1,2,0,1
3078,"@user Sinceramente, escucho y entiendo las críticas, pero creo que es más importante conseguir que esos 120.000 m2 pasen a ser propiedad de los oventenses, con lo que representa para la innovación y la cultura.",1,2,0,1
3079,"Uno de los mayores culpables del retraso de la Variante es FORO, porque gran parte de los retrasos del [HASHTAG] de los últimos años fue por la negociación presupuestaria con [HASHTAG] en la que exigieron que se levantaran las traviesas que se estaban poniendo.",1,2,0,1
3080,"Una pena, aunque jugando así, y no aculados, estaremos siempre más cerca de ganar. A seguir.",1,1,1,2
3081,"El CGAE @user confirma el ‘cuotazo’, aunque lo modera frente a lo inicialmente planeado. El proyecto de presupuestos finalmente sube 1,5 € las cuotas individuales y deja fuera a las sociedades profesionales. Lo justifica diciendo que la cuota sigue más baja que en 2014.",1,1,1,2
3082,"Vista la experiencia de la ley del ‘solo sí es sí’, convendría, en el caso de la ‘ley trans’, dejar un poco de lado el enfoque político-ideológico —y las etiquetas de transófobo o no—, y escuchar y atender a las advertencias técnicas, tanto jurídicas como científicas.",1,1,1,2
3083,"Beatriz Saura (@user ): ""Hay que revisar las cuentas del @user para ver qué gastos se pueden reducir o reestructurar"".",1,1,1,2
3084,@user Y crudos. Qué forraje cutáneo debéis tener. Mi admiración.,1,1,1,2
3085,@user Que ya son malos para estas alturas de la liga.,1,1,1,2
3086,Periodistas sin tema actualizando Twitter a ver si alguien dice algo que les dé una idea.,1,1,1,2
3087,"@user ¿Cómo puedes decir que ""no sé qué tiene que ver el Ejecutivo"" si la finalidad es nombrar a dos excargos del Gobierno?",1,1,1,2
3088,"@user ¿Y tienen que ser excargos del Gobierno?, ¿y para conseguirlo es legítima una reforma que extrema el control del Ejecutivo sobre el CGPJ?",1,1,1,2
3089,"@user Tan cierto es eso (contra el Betis, por ejemplo, fue lamentable), como que se tiene con sus errores o días de menos rendimiento mucha menos paciencia que con los de otros (Correa, Carrasco o Griezmann el año pasado).",1,1,1,2
3090,El amigo que siempre dice que odia el reguetón después de la segunda copa.,1,1,1,2
3091,Esto de @user es mejor que lo de Falcó y Onieva.,1,1,1,2
3092,"Tampoco ve problema en el piso que el CGAE paga a Victoria Orega, piso que es propiedad del decano de Ciudad Real, Cipriano Arteche. ""Si está por debajo del precio de mercado, lo veo correcto"". Ni conflicto de interés ni problema de gobernanza. (4/7)",1,1,1,2
3093,"@user El ojo por ojo nos conduce a una espiral interminable de justificación para las malas conductas. Creo que las malas conductas deben juzgarse en sí mismas, no en permanente comparación con el otro.",1,1,1,2
3094,Las candidaturas podrán presentarse antes de las 24h del próximo 27 de octubre.,1,1,1,2
3095,Lo de que Carmena es facha reconozco que no lo vi venir.,1,1,1,2
3096,Conviene recordar que el ala socialista del Gobierno también bendijo el proyecto de ley del 'solo sí es sí' desoyendo las advertencias. La chapuza tiene cooperadores necesarios.,1,1,1,2
3097,@user ¿De verdad encuentras medio presentable usar una campaña institucional para señalar a una persona? El concepto del poder y del uso del dinero público de muestra Igualdad con ello es inadmisible.,1,1,1,2
3098,El ministro de Memoria Democrática insiste en que no quiere “mirar al pasado” (en relación con la ley del solo sí es sí).,1,1,1,2
3099,"Escraches y acoso son inaceptables siempre, sin que su calificación dependa de quien los sufre. Ambas conductas están muy lejos de ser un instrumento legítimo de defensa de una sociedad libre y democrática, incluso ante ideologías que aspiran a atacarla o debilitarla.",1,1,1,2
3100,Comunicado de Eugenio Ribón @user . Acusa a la presidenta de la Comisión de Igualdad de instrumentalizar la cuestión y dice que las mesas fueron responsabilidad de todo el comité organizador y que ellos poco podía intervenir sobre lo que imponían las entidades invitadas.,1,1,1,2
3101,"En @user cerramos hoy el ciclo de entrevistas con los siete candidatos en las elecciones del 20-D en el @user . Son entrevistas en profundidad para conocer mejor su proyecto, sus propuestas y su visión ante los retos que afronta la abogacía. 🧵👇",1,1,1,2
3102,En @user contamos el plan diseñado por @user y Ribón (@user ) para renovar la dirección del @user y asaltar la presidencia del CGAE @user  feudo de @user . Una estrategia con fortalezas y debilidades. (1/5),1,1,1,2
3103,"(2) No es admisible que un poder público utilice sus competencias y recursos (el dinero público) para señalar a una persona que, además, que ejerce de comunicador (¿y las asociaciones de prensa?). Quienes aplauden al Ministerio legitiman una concepción muy peligrosa del poder.",1,1,1,2
3104,"En todo caso, en este apartado aparece la única concesión que hace @user  que es facilitar la cuantificación de las dietas, pero no su concreción. (9/13)",1,1,1,2
3105,"Me cuesta entender qué es lo que defiende exactamente Podemos en relación con la ley del solo sí es sí: ¿que deje de tenerse en cuenta la violencia y la intimidación como factores que agravan el ataque a la libertad sexual o que baste con enunciarlos, sin necesidad de probarlos?",1,1,1,2
3106,"Concluye el escrito de @user criticando a los solicitantes de transparencia, acusándoles de querer deslegitimar a la institución. El razonamiento es interesante y un tanto disruptivo: la transparencia debilita a las instituciones y la opacidad las fortalece. (11/13)",1,1,1,2
3107,“El puente de la Constitución de 2022 va a marcar un punto de inflexión en nuestra historia constitucional y no precisamente para bien. Termina así una etapa en la que la democracia española tenía unas mínimas aspiraciones éticas”. Muy certero esto de ⁦⁦@user ⁩,1,1,1,2
3108,"No es que no sea conveniente confundir periodismo y activismo, es que son incompatibles; se mueven por principios contrarios entre sí.",1,1,1,2
3109,"Confirma esta idea comprobar que sus afines y altavoces han abierto la veda (solo) contra [POLITICIAN], salvando al conjunto del Gobierno y a su presidente de cualquier responsabilidad en un proyecto de ley aprobado por el Consejo de Ministros y respaldado por el [POLITICAL_PARTY] en el Congreso.",1,1,1,2
3110,El bufete @user ficha al abogado del Estado Gonzalo Mairata como socio responsable de Laboral. En @user,1,1,1,2
3111,"Lo que aclaran es si existen excepciones a la regla general ni cuál es su concreción por consejero; tampoco si se pagan las reuniones online. Es decir, la aplicación del sistema está fuera de cualquier tipo de fiscalización y pasan cosas como esta. (10/13)",1,1,1,2
3112,Que un cargo del Gobierno (y exjueza) menosprecie a los abogados calificándolos como “a los que la vida en defender los agresores pederastas” es inaceptable. Demuestra muy poco respeto al derecho de defensa y a la función que tienen los letrados en un Estado de Derecho.,1,1,1,2
3113,"Miguel Durán (@user ): ""Los jóvenes no se quieren colegiar porque piensan que no sirve para nada, no ven un retorno tangible. El problema no son las cuotas, sino la desafección respecto del colegio"".",1,1,1,2
3114,"“Moncloa pacta con [POLITICAL_PARTY] la reforma de la sedición porque está atada de pies y manos, pero [POLITICIAN] no tiene autonomía. [POLITICIAN] cede un triunfo quien quiere volar la Constitución, pero [POLITICIAN] no tiene sentido de Estado. Génova se ha comido ya varias jugadas”.",1,1,1,2
3115,@user El groupie siempre salta en defensa de. A ti no te amenazarán con quitarte el sueldo 😉,1,1,1,2
3116,... y que desde su junta aseguran que están pagándose a cargo de los presupuestos del @user . El mandato de @user termina en enero de 2024 y hay dudas sobre si puede volver a presentarse. Las intrigas palaciegas parece que van a seguir. (2/7),1,1,1,2
3117,"En @user avanzamos que el CGAE (@user ) ultima una subida de las cuotas colegiales para salvar su delicadísima situación financiera. Es una medida que afecta a los abogados de toda España, pero que agitará la campaña del @user . (1/15)",1,1,1,2
3118,El robo es de los gordos. Ya vemos por dónde va la cosa este año.,1,1,1,2
3119,"Lo que no puede el periodismo es rasgarse las vestiduras porque la ciudadanía se informe a través de las redes y no de los medios y, a la vez, que la viralidad sustituya al criterio informativo a la hora de hacer sus periódicos e informativos.. No no matan, nos suicidamos.",1,1,1,2
3120,"93% escrutado en Brasil, Lula gana por la mínima a Bolsonaro: 50,62% frente a 49,38%. Gran noticia para cualquier defensor de la democracia, pero a Lula se lo van a poner muy complicado para gobernar.",0,1,0,1
3121,Feliz de presidir este jurado y ansiosa por empezar a ver los proyectos postulados 🤗,0,1,0,1
3122,La [HASHTAG] se defiende así desde las calles de Madrid,0,1,0,1
3123,"La tv de Castilla y León: empresa participada al 50% por Promecal (liderado por Méndez Pozo, condenado a 7 años de cárcel por falsedad documental) y Edigrup (de Ulibarri, imputado en Gürtel y Enredadera), financiada con dinero público y al servicio de [POLITICAL_PARTY].",0,1,0,1
3124,"Bizarrap I, emperador de la era Spotify: él es la estrella y quien agarra el micrófono un actor secundario. Quien se le acerca abraza el éxito. Por ⁦@user ⁩",0,1,0,1
3125,"“Lo que quieren los encabronados, en realidad, es revertir el principio mismo de la Ley, borrar ese consentimiento que se les ha metido en la entrepierna como una liendre con futuro”. Por Fallarás.",0,1,0,1
3126,Entrevista a Victoria Rosell: “Legislar a golpe de titular es un riesgo y un marco más propio de la ultraderecha”. Por @user,0,1,0,1
3127,@user Sin vosotros yo no soy nada. Equipazo. ❤️,0,1,0,1
3128,El periodista [POLITICIAN] ofreció una conferencia junto a miembros del grupo neofascista 'FACTA'. Sin caretas. Por @user,0,1,0,1
3129,"EE UU pone ahora su atención en aquellas democracias latinoamericanas cuyos territorios son ricos en litio, una materia prima crucial para reducir la dependencia de los combustibles fósiles. @user explica las claves de este repentino interés.",0,1,0,1
3130,"Charo, con discapacidad y apenas 300 euros de pensión, ocupaba un piso en Vallecas. Ayer, un juzgado comunicó el aplazamiento del desahucio para el 11 de enero, según la PAH, pero se trataba de un fallo y la Policía ha ejecutado el desalojo este jueves.",0,1,0,1
3131,Ha abierto a las 8 h en punto. Para qué demonios te dan entonces una cita a las 7.50 h? 🤷🏻‍♀️,0,1,0,1
3132,@user Jajaja. Yo quiero un reality de lo que pasa en tu casa. No digo más.,0,1,0,1
3133,"El hecho de que sean mujeres (futbolistas) quienes reclaman algo en un mundo tan masculinizado como el del fútbol las anula, empequeñece, invisibiliza. Lo único bueno es que, gracias a esto, el resto del planeta sabe que el machismo en España sigue a la orden del día.",0,1,0,1
3134,"La nueva ley se ajusta, por fin, a lo estipulado por el Convenio de Estambul, un tratado de derechos humanos ratificado por España en 2014. Repetimos: 2014. Enhorabuena a todas. El 25 de agosto es desde ya una fecha para celebrar, para celebrarnos 💜",0,1,0,1
3135,"Han abierto a las 8 h (ya una veintena de personas en la puerta) y he accedido, me han hecho la prueba un rato más tarde y listo. Entre los comentarios a este tuit he encontrado un par que dicen que, para esas pruebas tempranas, el centro abre otra puerta en la calle Pontones.",0,1,0,1
3136,El documental de la BBC es un espaldarazo a las informaciones reveladas en su día por Público y coloca en órbita internacional un asunto de una gravedad extrema.. ✍🏼 Escribo,0,1,0,1
3137,Acabar el día con unas risas. Ni tan mal 😍,0,1,0,1
3138,@user Sí. Es una vergüenza. Parece que está en Guantánamo.,0,1,0,1
3139,"“Las condiciones en las que viven son penosas, en muchas ocasiones durmiendo en el suelo y con una comida mala y escasa”. Menores de edad.",0,1,0,1
3140,Me asalta una duda desde hace unas horas: ¿Los Meconios (aka OBK fachas) sabrán qué es el meconio?,0,1,0,1
3141,"“No es el desinterés de los lectores la enfermedad, sino un síntoma”. Gracias ⁦@user ⁩",0,1,0,1
3142,Un repaso a aquellos asuntos que incomodan a las Fuerzas Armadas y que Defensa evita incluir en su homenaje del [HASHTAG] Por @user,0,1,0,1
3143,@user Gracias. Ni me había enterado de que estaba en esa lista 🙈,0,1,0,1
3144,"[POLITICIAN], la reina del tuit fácil, lleva dos días sin tuitear. Igual está buscando una cueva en la que meterse. Este fue su último comentario.",0,1,0,1
3145,@user Toxicidad en estado puro. Para qué si podemos sonreír? 😘,0,1,0,1
3146,"El acoso callejero es delito. ¿Qué es acoso callejero? Dirigirse a ""otra persona con expresiones, comportamientos o proposiciones de carácter sexual que creen a la víctima una situación objetivamente humillante, hostil o intimidatoria"". Claro como el agua.",0,1,0,1
3147,"Cómo hablar de dignidad, de clase trabajadora y de Asturias sin detenerse en Gerardo Iglesias. Tenía casi 17 años en aquella primavera de 1962 en la que se sucedieron una serie de protestas en Asturias que le pararon los pies al franquismo.. ✍️ Escribo.",0,1,0,1
3148,"@user Querida Elisa. Me limito a relatar unos hechos. Si he de defender algo, esto es el cumplimiento de la Constitución: la obligada renovación del Consejo General del Poder Judicial, caducado desde hace cuatro años, y del TC, con cuatro de sus 12 miembros con el mandato vencido.",0,1,0,1
3149,Así se ha fraguado la tormenta perfecta en torno a la ley del 'solo sí es sí'. Por ⁦@user ⁩ y ⁦@user ⁩,0,1,0,1
3150,Un consejero 'tránsfuga' del [POLITICAL_PARTY] se alía con el [POLITICAL_PARTY] y el [POLITICAL_PARTY] para boicotear a Elena [POLITICIAN]​ en la presidencia de RTVE. Por @user,0,1,0,1
3151,Los médicos que iban a la huelga en Madrid se rebelan contra la claudicación de los sindicatos ante [POLITICIAN]. Por @user,0,1,0,1
3152,"El destrozo de la Atención Primaria, la razón del colapso de las Urgencias de los hospitales públicos de Madrid. Por @user",0,1,0,1
3153,El presidente del Constitucional se atrinchera y aboca la renovación del tribunal a una reforma legislativa que no tiene fecha gracias a que él mismo la ha bloqueado. Glorioso.. Por @user,0,1,0,1
3154,"“El de Castillo es, en todo caso, el golpe más raro de la historia, con un solo participante y sin el concurso de institución armada alguna”.. Un texto fundamental para entender lo sucedido en Perú.",0,1,0,1
3155,Centro de salud Imperial. 11.40 h. Tras quince minutos esperando. La mayoría son personas mayores que tienen que esperar de pie porque apenas hay 6 - 8 asientos. [POLITICIAN] dirá que los sanitarios trabajan poco. Yo lo que veo es que hay pocos recursos y cero intención de mejorar esto.,0,1,0,1
3156,Hasta ahora se consideraban agresiones sexuales solo los casos en los que se probara que la violación se produjo con fuerza o intimidación. Esto cargaba sobre las mujeres la responsabilidad de demostrar que se habían resistido…,0,1,0,1
3157,"❗ Dimite el presidente del [POLITICAL_PARTY] de Salamanca, investigado en el 'caso Primarias' ➡️",0,1,0,1
3158,La charanga la tienen. La pandereta se la han dejado en casa.,0,1,0,1
3159,"Si lo de [POLITICIAN] es estrategia, desde luego es para hacérselo mirar.",0,1,0,1
3160,No es por interés electoral. Precisamente forma parte del proceso de sanación de dichas familias.,0,0,0,1
3161,Meritxell explica cómo se sintió al estar rodeada de hombres más mayores que intentaban ligar con ella: “Recuerdo entrar y pensar: estoy en un burdel”.,0,0,0,1
3162,Imagínate en tu primera peli estar nominada junto al tito Chan-Wook 🤪🤪🤪,0,0,0,1
3163,@user ¿Qué es biyuya?. ¿Qué es grone?. Y sobre todo…. ¿qué era musculosa?,0,0,0,1
3164,"Me encantó la charla y me gusta muchísimo la entrevista, pero:. ¿por qué cambiar las frases de la entrevistada en un titular?",0,0,0,1
3165,Logrando en muchos casos viciar el consentimiento de sus víctimas sin tener que llegar a la violencia física (que no emocional o psicológica). El hombre del que habla el docu abusó durante 20 años de sus alumnas y pudo hacerlo gracias al silencio cómplice de su entorno.,0,0,0,1
3166,El presidente de un país hablando de su propio trastorno de salud mental. Algo poco común y que no es fácil de hacer.,0,0,0,1
3167,"La persona que surja de la tormenta,. no será la misma que penetró en ella.",0,0,0,1
3168,"@user 🥰 GRACIAAAAAS, la semana de momento ha empezado muy bien 😜",0,0,0,1
3169,"Las medidas educativas podrán tener efecto en nuevas generaciones, pero no en quienes llevan años alquilando cuerpos de mujer para usarlos como objetos sexuales. Esos seguirán (y siguen) ejerciendo violencia contra las mujeres. .",0,0,0,1
3170,Hoy he conocido a una de mis artistas favoritas @user 💚💚💚💚💚,0,0,0,1
3171,¿Por qué no hacen todas las neveras con bandejita para los hielos?,0,0,0,1
3172,"La explotación sexual que alimenta al porno: “Había 50 hombres esperándome, estuve a punto de perder el conocimiento, pero nadie me hizo caso”",0,0,0,1
3173,"Los conflictos entre países, las catástrofes y la emergencia climática hacen que la infancia mundial se enfrente hoy a una situación sin precedentes desde la segunda guerra mundial.",0,0,0,1
3174,@user La otra estaba sucia de los cafés de la mañana 😅,0,0,0,1
3175,Los niños que leen en casa con sus padres llevan medio curso de ventaja respecto a los que no lo hacen.,0,0,0,1
3176,"Si María, Cris y Esther vuelven, será cuando hayan digerido todo lo vivido en la serie y estén frente a una nueva crisis vital.. ¿Cuál? Todavía no lo sé.",0,0,0,1
3177,"Decir que la ultraderecha que gobierna en Madrid me da pereza, no es un discurso anti-Madrid, si acaso es un discurso anti-fascista. Y no hablé de “libertad madrileña” sino de la falacia de la libertad neoliberal. Pero supongo que han visto el video editado.",0,0,0,1
3178,"@user O quizás PUTERO… a no, que es lo mismo.",0,0,0,1
3179,"El caso salió a la luz gracias al trabajo de investigación periodística llevado a cabo desde @user por @user y @user y al apoyo de @user . Y por supuesto gracias a la generosidad, valentía y compromiso de las supervivientes que dieron su testimonio.",0,0,0,1
3180,¿Alguna vez escucháis algún audio de wasap a velocidad normal?,0,0,0,1
3181,"Juan José, el director de la Residencia de Mayores de Campolongo, ha puesto en marcha esta iniciativa.. Después de que la pasada Navidad detectase un ambiente de tristeza entre sus residentes. “Ni una docena de ellos se fueron a casa con sus familias”.",0,0,0,1
3182,"Las mujeres no somos nicho, somos la mitad de la población y la mitad de la imaginación. No somos una moda, hemos venido para quedarnos xq siempre estuvimos aquí. Anoche se materializó algo imparable, fruto de un largo camino. @user",0,0,0,1
3183,Casi el 60% de las jóvenes afirma haber mantenido sexo sin ganas o por compromiso,0,0,0,1
3184,"“La ansiedad es una señal que te da tu cuerpo, hay algo que no está yendo bien.”",0,0,0,1
3185,"El cine educa, abre la mirada y construye imaginario colectivo. La tele también.. Gracias por el @user de hoy.",0,0,0,1
3186,@user Puede ser una ampliación de la imagen con traqueo a la señora 😅,0,0,0,1
3187,"Este finde se ha estrenado “El techo amarillo” documental dirigido por @user y protagonizado por un grupo de mujeres valientes que han roto un silencio muy difícil. La peli muestra cómo opera el poder en los casos de abuso, disfrazándose de seducción y paternalismo…",0,0,0,1
3188,"“En el fondo solo hay dos clases de literatura, la que representa y la que busca”",0,0,0,1
3189,De pronto en el metro y sin mascarilla me siento desnuda 😅,0,0,0,1
3190,“Nuestros cuerpos no deberían convertirse en lugares de trabajo destinados a la producción” ⁦@user ⁩,0,0,0,1
3191,Ha comenzado la cacería contra Amelia Tiganus y contra el abolicionismo.,0,0,0,1
3192,"“Nos mirábamos, porque produce doble placer, mirarse cuando se ríe”. La mujer helada, Annie Ernaux",0,0,0,1
3193,"La palabra PUTA siempre en la boca contra nosotras, eh.. Siem-pre.",0,0,0,1
3194,"Putero, un dato para la próxima vez que vayas de putas:. Desde 2014, captaron en Nigeria a mujeres jóvenes, incluso menores de edad, de precarias condiciones económicas a las que engañaban con la falsa promesa de conseguir una vida mejor en Europa.",0,0,0,1
3195,¿Lo de Dalmases era solo con mujeres o también con hombres?,0,0,0,1
3196,Ahora mismo están en la @user de Barcelona. Y en nada arrancan gira por toda Cataluña.. Molt recomanable!!!!!,0,0,0,1
3197,"Mi tercer corto, HABITANTES, acaba con un plano similar al de los muchachos de masculinidad frágil y tóxica del colegio mayor. Por si es del interés de alguien, lo dejo aquí:.",0,0,0,1
3198,Todo mi apoyo a @user que está sufriendo una campaña de acoso y difamación. 💪🏼💜. [HASHTAG],0,0,0,1
3199,¿Qué novio?. ¿Me han echado otro novio y no me he enterado?. Así no haré nunca match en tinder.,0,0,0,1
3200,"Dicen que nos quitan nuestro dinero para “educación y sanidad”… pero la realidad es que nos roban para repartírselo entre ellos, que jamás vivirían como viven si tuvieran que vivir de un trabajo honrado👇",1,0,1,2
3201,"A este sujeto, condenado por los tribunales por insultar en Twitter, los de @user no le cerrarán la cuenta. Porque solo se la cierran a quienes él y sus RedBirds digan. Twitter se está convirtiendo en una especie de casino en el que la ultraizquierda impone sus reglas👇",1,0,1,2
3202,"Ir contra la corriente tiene un alto precio, pero resulta mas caro no tener dignidad.",1,0,1,2
3203,"Yo no quiero que [POLITICIAN] (y no España) reciba fondos de Europa para que se los regale a Plus Ultras, a Bill Gates o a amiguetes, sin control parlamentario alguno. y que acabemos pagándolos todos nosotros.",1,0,1,2
3204,"Cómo contrasta la inteligencia, la elegancia y la educación, representadas por @user  frente al sectarismo provocador del nacionalismo paleto👇",1,0,1,2
3205,La izquierda no admite que la gente opte por partidos que aplican políticas fiscales liberales y pretende imponer su socialismo incluso en aquellos territorios donde se les ha rechazado. ¿Será que no quieren que se evidencie el fracaso de sus recetas frente al liberalismo?,1,0,1,2
3206,"Este chart explica cómo [POLITICAL_PARTY] ha desconectado de sus votantes, los cuales nunca migraron al [POLITICAL_PARTY] (con el que pactaron la moción en Murcia), sino al [POLITICAL_PARTY] y [POLITICAL_PARTY]. Su error ha sido corregir a @user y darse a la “moderación izquierdosa” apuntando su artillería contra [POLITICAL_PARTY] y el [POLITICAL_PARTY].",1,0,1,2
3207,No es inteligente tratar de “refundar” un partido a costa de ofender a ex-compañeros y predecesores que se dejaron (tanto o más) la piel en el proyecto y que luego han sido usados como excusa para eludir responsabilidades ajenas a ellos. No puede pedir respeto quien no respeta.,1,0,1,2
3208,"@user Pues sí, porque la Constitución no permite la partición de España que proponen aquí algunos partidos que en otros países de Europa (Francia, Alemania) estarían ilegalizados.. ¿Y tú te llamas actor?",1,0,1,2
3209,"Pues resulta que a quien el [POLITICAL_PARTY] hanía comprado, prometiéndole la presidencia de Murcia si traicionaba a su socio @user y apuñalando a su compañera de partido y vicepresidenta, ahora dice que “la comprada” era la que YA TENÍA el puesto y no ella, a la que “se lo regalaban”.",1,0,1,2
3210,"@user Si, pierde aceite como tu… pero no comete tus faltas de ortografía.",1,0,1,2
3211,"Muy acertado este análisis de [POLITICIAN], presidente de la Asociación @user .",1,0,1,2
3212,Anunciar que el voto a [POLITICAL_PARTY] podría servir para dar apoyo a [POLITICIAN] por 4 años más es como echar al partido al inodoro y tirar de la cadena. DEP !!.,1,0,1,2
3213,"Parece que tras el evidente desastre de gestión de este gobierno de los EREs de Andalucía, de los Plus Ultra, de los indultos y de los acercamientos de etarras, [POLITICIAN] (como I. Prieto) opta por el guerra-civilismo y ha echado a todos sus ministros a insultar a @user .",1,0,1,2
3214,"La gente decente y con criterio nunca volvería a votar a quien prometía que nunca haría determinadas cosas y luego las hizo. Pero, claro, hay mucho votante escaso de criterio y decencia…",1,0,1,2
3215,Trágicamente visionarias las declaraciones de @user en 2020:. “Un gobierno no puede negociar la reforma del delito de violación con los violadores… ni el de secesión con los golpistas”.,1,0,1,2
3216,Ordena sabotear el Zendal… y luego dice que el Zendal no funciona. Gentuza.,1,0,1,2
3217,"Y cuando la gente no defiende la libertad y la democracia, merece perderlas. Triste.",1,0,1,2
3218,"Fue un placer comprobar anoche que @user sigue siendo un ejemplo de decencia política, honradez intelectual y clarividencia. Y fue un honor para mí haber podido servir a mi país a través de su/nuestro proyecto. Del que ya no queda nada.",1,0,1,2
3219,"Esta noche, de 24:00 a 1:00, [POLITICIAN] hará su programa “Entre Paréntesis” en @user . No irá de política, sino de literatura, música…",1,0,1,2
3220,La política exterior y de defensa de este impresentable gobierno no tiene pase: dan la espalda a una iniciativa de defensa común europea al tiempo que Marruecos declara no reconocer “fronteras terrestres” con España: nos vamos a quedar muy solos protegiendo la frontera sur.,1,0,1,2
3221,Hubo un tiempo (hace ya varias décadas) que la bandera de la libertad se defendía desde el centro-izquierda. Ya no.,1,0,1,2
3222,"¿Quiénes son, en verdad, los “negacionistas”?. ¿Los que aportan datos oficiales, aunque estos desmonten el catastrofismo climático woke… o los que niegan esos datos en aras de su “neo-religión 2030”?",1,0,1,2
3223,"[POLITICIAN], por vivir en la Moncloa y usar el Falcon, vendió su alma al diablo ([POLITICAL_PARTY], [POLITICAL_PARTY], ultraizquierda). Ahora vienen a cobrarle la deuda. Pero no logrará arrastrar a los españoles al infierno que él solito se ha buscado…",1,0,1,2
3224,"@user Yo es que no voy “a una” con los que defienden las dictaduras latinoamericanas, ni con los que hacen el juego a Rusia, ni los que regalan el Sahara…. A ver si el “infantil” vas a ser tú…",1,0,1,2
3225,"A las familias se las protege generando empleo… y el empleo se genera atrayendo inversión, no ahuyentándola. ¿Por qué no “plagias” las políticas de @user en Madrid? Le iría mucho mejor a los españoles...",1,0,1,2
3226,@user Por supuesto… El punto es cómo hemos podido llegar al blanqueamiento de unos y la estigmatización de otros. Toca hacer frente a la hegemonía cultural de la izquierda…,1,0,1,2
3227,@user El ex menda-kari escupiendo sobre las tumbas de sus compañeros asesinados.,1,0,1,2
3228,"@user Me alegro, quédese allí y sea feliz. Aquí lo que sobran son imbéciles como usted.",1,0,1,2
3229,"Corea del Norte es una república… y a falta de rey, tiene tirano.",1,0,1,2
3230,"@user Eso: la medalla del trabajo que se la den a [POLITICIAN], que cobraba de una Universidad sin tener que aportar trabajo alguno👏👏👏",1,0,1,2
3231,@user ¿Por qué ocultan sus retribuciones? Organizaciones que reciben dinero público debieran estar obligadas a ser transparentes.,1,0,1,2
3232,[POLITICIAN] y su banda de facinerosos acusa de golpistas a las instituciones que se defienden de ser asaltadas y que tratan de defender a España del golpe de estado que ellos están intentando dar.,1,0,1,2
3233,Nunca el gobierno ha recaudado tanto en impuestos -ni recibido tanto fondo europeo- y nunca todo ello ha lucido tan poco ni se ha derrochado tanto en memeces. Pero ahora la maniobra es distraernos “con los ricos” que -como se sabe- son muy malvados.,1,0,1,2
3234,"Con lo de Italia, los voceros de la izquierda están como la niña del exorcista y se van a quedar sin bilis!. Venga chicos, relajaros…. … y acostumbraros",1,0,1,2
3235,"Fallece Hans Magnus Enzensberger, cuyo “Poesías para los que no leen poesías” fue uno de mis libros-fetiche de juventud. DEP.",1,0,1,2
3236,Gracias @user  @user y @user por asistir al acto de presentación del pasado diciembre de @user,1,0,1,2
3237,@user Con tal de “j…r” a los ricos son capaces de “j…r” a los pobres…,1,0,1,2
3238,@user Los hacía en inglés… será por eso,1,0,1,2
3239,@user Y pensar que algunos de dentro de tu partido quieren abrirse a negociar con [POLITICIAN]…. Será que lo de Murcia les supo a poco :-(,1,0,1,2
3240,No se pierdan esta información de mi compañero [POLITICIAN]. La vida después de los indultos de [POLITICIAN] a los separatistas catalanes. Suma y sigue… en @user,0,1,1,2
3241,"“No sabemos qué consecuencias tendría para la democracia que los jueces estimaran un recurso de la oposición de acuerdo a las reglas de la democracia, del Estado de derecho y de la Constitución, con el aval de los letrados del Parlamento"" ¿Qué está insinuando el ministro Bolaños?",0,1,1,2
3242,Todo listo en @user para mi conexión semanal con @user ¡Bos días!,0,1,1,2
3243,"Llevo meses contándoles la ‘hoja de ruta’ de [POLITICIAN] hacia un procés ‘legal’ pactado con [POLITICAL_PARTY]. No digan que no se lo avisamos, incluso antes, de que lo reconociese públicamente Junqueras. Todas las claves en @user 👉🏻",0,1,1,2
3244,@user En realidad 2 de esos otros tres no saben o no contestan,0,1,1,2
3245,@user O de práctica. O de nivel. Ni en un patio de colegio.,0,1,1,2
3246,@user Sin duda hoy tendrá que hacer una buena faena…,0,1,1,2
3247,Dirán que Guerra y [POLITICIAN] son socialdemócratas de derechas…,0,1,1,2
3248,"El problema de la Justicia española es “que para que te crean tienes que aportar pruebas”, aseguran alguna compañeras en televisión. Parece que lo de hacer preguntas en juicio, como que no. Mejor, ya, una moneda al aire para decidir a quién absolver y a quien condenar… En fin.",0,1,1,2
